"CNT","SUBNATIO","STRATUM","OECD","NC","SCHOOLID","SC01Q01","SC02Q01","SC02Q02","SC02Q03","SC02Q04","SC03Q01","SC04Q01","SC05Q01","SC07Q01","SC07Q02","SC09Q11","SC09Q12","SC09Q21","SC09Q22","SC09Q31","SC09Q32","SC10Q11","SC10Q12","SC10Q61","SC10Q62","SC10Q21","SC10Q22","SC10Q41","SC10Q42","SC10Q51","SC10Q52","SC11Q01","SC11Q02","SC11Q03","SC13Q01","SC13Q02","SC13Q03","SC14Q01","SC14Q02","SC14Q03","SC14Q04","SC14Q05","SC14Q06","SC14Q07","SC14Q08","SC14Q09","SC14Q10","SC14Q11","SC14Q12","SC14Q13","SC15Q01","SC15Q02","SC15Q03","SC15Q04","SC16Q01","SC16Q02","SC16Q03","SC16Q04","SC16Q05","SC16Q06","SC16Q07","SC16Q08","SC16Q09","SC16Q10","SC16Q11","SC18Q01","SC18Q02","SC18Q03","SC18Q04","SC18Q05","SC18Q06","SC18Q07","SC18Q08","SC19Q01","SC19Q02","SC20Q01","SC21Q05","SC22Q01","SC22Q02","SC22Q03","SC22Q04","SC22Q05","SC22Q06","SC22Q07","SC22Q08","SC22Q09","SC22Q10","SC22Q11","SC22Q12","SC22Q13","SC22Q14","SC22Q15","SC22Q16","SC22Q17","SC22Q18","SC22Q19","SC23Q01","SC24Q01","SC25Q01","SC25Q02","SC25Q03","SC25Q04","SC25Q05","SC25Q06","SC25Q07","SC25Q08","SC25Q09","SC25Q10","SC25Q11","SC25Q12","SC26Q01","SC26Q02","SC26Q03","SC26Q04","SC27Q01","SC27Q02","SC28Q01","SC28Q02","SC29Q01","SC29Q02","SC30Q01","SC30Q02","SC30Q03","SC30Q04","SC31Q01","SC31Q02","SC31Q03","SC31Q04","SC31Q05","SC31Q06","SC31Q07","SC32Q01","SC32Q03","SC32Q04","SC32Q05","SC32Q06","SC32Q07","SC32Q08","SC33Q01A","SC33Q01B","SC33Q01C","SC33Q01D","SC33Q01E","SC33Q02A","SC33Q02B","SC33Q02C","SC33Q02D","SC33Q02E","SC33Q03A","SC33Q03B","SC33Q03C","SC33Q03D","SC33Q03E","SC33Q04A","SC33Q04B","SC33Q04C","SC33Q04D","SC33Q04E","SC33Q05A","SC33Q05B","SC33Q05C","SC33Q05D","SC33Q05E","SC33Q06A","SC33Q06B","SC33Q06C","SC33Q06D","SC33Q06E","SC33Q07A","SC33Q07B","SC33Q07C","SC33Q07D","SC33Q07E","SC33Q08A","SC33Q08B","SC33Q08C","SC33Q08D","SC33Q08E","SC33Q09A","SC33Q09B","SC33Q09C","SC33Q09D","SC33Q09E","SC33Q10A","SC33Q10B","SC33Q10C","SC33Q10D","SC33Q10E","SC33Q11A","SC33Q11B","SC33Q11C","SC33Q11D","SC33Q11E","SC33Q12A","SC33Q12B","SC33Q12C","SC33Q12D","SC33Q12E","SC34Q01","SC34Q02","SC34Q03","SC34Q04","SC34Q05","SC34Q06","SC34Q07","SC34Q08","SC34Q09","SC34Q10","SC34Q11","SC34Q12","SC34Q13","SC34Q14","SC34Q15","SC34Q16","SC34Q17","SC34Q18","SC34Q19","SC34Q20","SC34Q22","SC35Q01","SC35Q02","SC39Q01","SC39Q02","SC39Q03","SC39Q05","SC39Q06","SC39Q07","SC39Q08","SC39Q09","SC39Q10","SC40Q01","SC40Q02","SC40Q03","SC44Q01","SC44Q02","SC44Q03","SC44Q04","SC44Q05","SC44Q06","SC47Q01","SC45Q01","SC46Q01","SC46Q02","SC46Q03","SC46Q05","SC46Q04","SC46Q06","SC46Q09","SC52Q01","SC46Q07","SC46Q08","SC52Q02","SC51Q01","SC51Q02","ABGMATH","ASSESS","CLSIZE","COMPWEB","CREACTIV","LEADCOM","LEADINST","LEADPD","LEADTCH","MACTIV","MATHEXC","PCGIRLS","PROPCERT","PROPMA5A","PROPMATH","PROPQUAL","RATCMP15","RESPCUR","RESPRES","SCHAUTON","SCHLTYPE","SCHSEL","SCHSIZE","SCMATBUI","SCMATEDU","SMRATIO","STRATIO","STUDCLIM","TCFOCST","TCHPARTI","TCMORALE","TCSHORT","TEACCLIM","W_FSCHWT","SENWGT_SCQ","VER_SCQ"
"JPN",3920000,"JPN0203",1,39200,45,2,40,60,0,0,4,1,5,666,0,33,27,33,27,33,27,6,3,6,3,9997,9997,9997,9997,9997,9997,208,48,48,4,5,5,2,3,2,2,2,1,1,3,3,2,3,2,3,2,3,3,1,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,3,2,2,3,2,2,2,1,2,3,3,3,1,3,4,3,4,3,3,4,0,1,30,60,30,30,60,10,10,20,0,0,10,9997,3,3,2,2,3,2,3,3,3,3,1,1,1,2,1,1,1,4,3,4,3,3,3,1,1,3,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,4,3,2,2,4,3,2,3,5,2,4,2,4,3,2,3,2,3,4,3,3,0,0,1,2,1,1,1,2,1,2,2,2,1,1,2,1,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,5,33,1,2,-0.9829,-0.2137,-0.6241,-1.0424,3,3,0,1,9997,0.161,1,0.231,1.44,2.71,1.6038,1,3,666,-0.763,-0.1702,88.8,14.323,-0.1621,-1.7632,0.7801,-1.8308,0.9454,-2.0873,24.9279,3.5402,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,46,1,100,0,0,0,4,1,6,679,141,78,7,78,7,78,7,4,0,4,0,9997,9997,9997,9997,9997,9997,280,172,107,3,3,4,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,3,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,9,2,2,2,2,2,1,1,2,2,2,3,1,2,2,1,2,3,2,1,1,3,0,100,0,100,0,1,0,0,0,70,0,9997,2,2,2,3,3,2,3,2,2,3,1,2,1,2,1,1,2,1,2,3,3,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,3,3,4,4,3,3,4,1,2,2,2,1,4,2,3,0,0,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,6,38,0.622,2,-2.3149,-0.8328,-0.6241,-0.3206,0,9,0.172,1,9997,0.049,1,0.614,1.44,-0.7,-0.6029,3,2,820,0.5582,1.976,205,10.061,0.3493,-0.6748,-1.8472,-1.4838,-1.0911,-0.2762,23.647,3.3583,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,47,2,45,55,0,0,4,1,5,722,379,106,7,106,5,106,5,13,0,13,0,9997,9997,9997,9997,9997,9997,369,96,96,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,3,1,1,2,2,2,1,1,2,3,2,3,1,2,1,1,2,2,2,2,0,1,10,100,10,100,55,19,15,0,1,5,10,9997,2,2,1,3,3,2,1,3,2,3,1,2,2,2,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,4,3,4,2,2,2,4,4,3,3,3,4,3,3,3,2,15,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,5,33,1,2,-0.9829,-1.2063,-0.3717,-1.9239,3,3,0.344,0.991,9997,0.119,0.991,0.26,1.44,-0.7,0.3196,1,3,1101,1.3052,1.976,84.692,10.055,0.8936,-1.2132,-1.8472,-0.7371,-1.0911,-0.2762,16.3744,2.3255,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,48,1,100,0,0,0,3,1,6,538,25,58,6,58,6,58,6,5,0,5,0,9997,9997,9997,9997,9997,9997,186,231,231,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,1,2,3,2,4,2,2,2,1,2,2,2,2,0,3,1,100,0,100,3,7,0,0,1,0,0,9997,2,2,2,3,2,2,2,3,3,3,2,2,1,2,2,2,1,2,2,1,2,3,1,1,3,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,3,2,3,2,2,3,3,2,4,4,3,2,3,2,2,2,2,2,3,1,3,5,6,1,2,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,2,38,1,2,-1.3694,-1.2063,-0.8842,-0.6535,2,2,0.044,1,9997,0.082,1,1.242,1.44,-0.7,-0.6029,3,3,563,1.3052,1.976,112.6,9.23,-0.1621,-1.2132,1.2429,-1.4838,-1.0911,-0.7478,32.778,4.6551,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,49,1,100,0,0,0,4,2,3,337,230,44,15,44,15,44,15,7,1,7,1,9997,9997,9997,9997,9997,9997,200,42,42,2,2,3,1,1,1,1,4,1,1,1,1,1,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,3,2,2,3,2,3,2,1,2,3,3,3,1,3,3,1,2,3,2,2,4,2,5,100,5,100,0,3,0,0,0,100,0,9997,2,2,2,1,3,2,2,1,1,1,2,2,1,2,1,1,1,3,1,3,3,3,3,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,2,3,5,3,2,1,3,6,5,5,5,5,4,3,3,2,2,5,2,5,0,0,1,2,1,1,1,1,1,2,2,2,1,1,3,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,6,23,1,0,0.1329,-0.8328,-0.3717,0.9477,2,3,0.406,1,9997,0.146,1,0.21,1.44,-0.7,-0.6029,3,3,567,0.1539,0.4606,75.6,11.01,-0.3977,0.702,-1.8472,0.0826,-1.0911,-1.0394,25.7278,3.6538,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,50,2,45,49,1,5,4,1,5,403,320,63,16,63,16,63,16,7,3,7,3,9997,9997,9997,9997,9997,9997,238,80,80,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,9,2,3,3,2,2,2,1,2,1,1,3,2,2,2,1,2,2,2,1,1,3,6,6,16,9,3,0,0,3,1,1,3,9997,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,3,3,3,3,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,4,2,4,4,4,2,2,2,2,2,4,2,1,0,60,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,1,33,1,1,-3.5593,-2.7664,-0.8842,-0.3206,0,9,0.443,1,9997,0.12,1,0.336,1.44,0.15,1.6038,1,3,723,0.1539,1.1619,85.059,10.183,-0.3977,0.0095,-1.8472,-0.7371,-1.0911,0.0647,28.7122,4.0776,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,51,1,100,0,0,0,3,1,6,483,513,63,0,63,0,63,0,8,0,8,0,9997,9997,9997,9997,9997,9997,319,45,45,5,5,5,1,1,1,1,3,1,1,1,1,3,4,1,2,2,3,3,3,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,9,2,2,2,2,2,1,1,2,2,2,3,2,3,2,1,2,2,2,2,0,2,0,0,0,100,0,0,0,0,0,0,0,9997,2,2,3,3,3,3,2,1,2,2,2,1,1,2,1,1,2,3,2,2,3,3,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,3,4,3,2,2,2,6,4,4,3,3,3,3,3,2,3,2,2,2,5,38,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,4,38,1,3,-0.3532,-1.2063,-0.6241,-0.0388,1,9,0.515,1,9997,0.127,1,0.141,1.44,-0.7,-0.6029,3,3,996,-0.4622,0.224,124.5,15.81,0.3493,0.0095,-1.8472,-1.8308,-1.0911,-0.5953,17.4377,2.4765,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,52,1,29,71,0,0,4,1,5,351,373,64,10,64,10,64,10,7,2,7,2,9997,9997,9997,9997,9997,9997,243,185,185,5,5,5,1,1,1,1,1,1,3,4,3,3,1,1,1,3,3,3,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,3,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,2,0,11,0,11,10,10,0,0,0,2,0,9997,1,1,1,1,2,3,1,2,3,2,1,1,1,1,2,2,4,3,4,4,4,3,2,3,3,3,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,1,6,4,2,4,6,5,2,1,2,3,3,2,2,0,0,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,7,33,1,3,-0.6467,-1.6346,0.1183,-0.3206,2,3,0.515,1,9997,0.116,1,0.761,1.44,-0.7,-0.6029,3,3,724,1.3052,-0.6941,90.5,10.493,1.1879,-0.6748,0.7801,1.4452,-1.0911,1.9386,24.7573,3.516,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,53,2,30,70,0,0,4,1,5,867,0,83,4,83,4,83,4,17,0,17,0,9997,9997,9997,9997,9997,9997,264,42,42,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,0,1,80,20,80,20,0,10,0,0,1,3,0,9997,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,4,2,4,4,3,2,3,3,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,4,3,3,3,3,3,2,3,4,4,4,4,3,3,3,3,3,3,5,3,4,100,100,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,8,33,1,3,-0.3532,-0.5037,-1.1508,0.2118,3,3,0,1,9997,0.2,1,0.159,1.44,1.69,1.6038,1,3,867,1.3052,1.976,51,10.2,-4.0085,0.0095,1.9955,0.8541,-1.0911,-2.8368,17.9993,2.5562,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,54,1,90,0,0,10,3,3,7,329,291,44,11,44,11,44,11,8,2,8,2,9997,9997,9997,9997,9997,9997,204,46,46,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,1,3,1,1,2,2,2,1,1,2,3,2,3,1,2,3,2,3,2,2,3,0,2,84,50,84,50,14,5,0,0,1,1,0,9997,2,2,2,2,2,2,2,3,3,2,2,1,1,2,1,1,2,1,2,3,2,3,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,3,3,2,2,1,2,1,3,2,2,3,2,2,2,3,2,6,1,3,20,100,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,6,43,1,3,-0.9829,-1.6346,-2.4248,-1.4684,2,3,0.469,1,9997,0.182,1,0.225,-0.25,-0.7,-0.8313,3,3,620,0.5582,1.976,68.889,12.525,0.8936,-1.2132,-1.8472,-0.7371,-1.0911,-1.0394,27.2218,3.866,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,55,1,100,0,0,0,4,1,6,475,522,61,2,61,2,61,2,8,1,8,1,9997,9997,9997,9997,9997,9997,324,64,64,1,4,5,1,1,1,1,1,1,4,4,4,1,1,1,3,3,3,3,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,3,1,1,2,2,2,1,2,1,2,2,4,1,2,3,1,3,3,2,2,0,1,10,100,10,100,10,10,0,0,0,50,30,9997,2,2,2,2,3,2,3,2,2,2,2,1,1,1,2,2,3,3,2,3,3,3,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,5,2,2,2,2,2,6,2,6,4,2,5,6,2,2,2,3,3,6,5,2,0,0,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,5,38,1,3,-1.814,-1.6346,1.7628,-0.0388,2,3,0.524,1,9997,0.137,1,0.198,1.44,-0.56,-0.3533,3,3,997,0.1539,-0.6941,117.294,16.081,0.8936,-0.6748,-1.8472,-0.7371,-1.0911,-0.8958,17.2936,2.456,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,56,2,37,54,1,8,5,1,6,718,392,60,30,60,30,60,30,9,5,9,5,9997,9997,9997,9997,9997,9997,319,140,140,2,2,3,2,2,2,1,2,1,1,1,1,1,2,1,2,2,2,3,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,3,2,1,2,2,2,2,1,2,3,2,3,1,2,3,2,3,2,2,2,0,1,10,80,10,80,0,10,0,0,0,0,20,9997,2,2,2,2,3,2,2,3,3,3,1,1,1,1,1,1,2,1,1,2,2,3,3,3,3,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,3,3,4,2,3,3,3,5,4,3,5,6,4,4,4,3,3,6,2,6,7,30,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,3,38,1,2,0.1329,-0.8328,0.1183,0.2118,2,3,0.353,1,9997,0.153,1,0.439,1.44,1.18,1.6038,1,3,1110,0.1539,1.1619,96.522,14.8,0.3493,-1.7632,-1.8472,-0.7371,0.4567,-0.8958,19.1711,2.7226,"28NOV13"
"JPN",3920000,"JPN0204",1,39200,57,1,51,43,2,4,4,3,7,737,73,120,61,120,61,120,61,6,6,6,6,9997,9997,9997,9997,9997,9997,287,340,340,1,1,1,3,3,2,3,3,1,1,1,3,2,2,2,2,3,3,3,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,3,2,2,2,2,2,1,1,2,3,3,3,2,2,3,2,3,2,2,2,1,2,5,90,10,95,0,10,0,0,0,5,0,9997,2,2,2,2,2,3,1,2,3,2,1,1,2,2,2,2,2,1,2,1,1,3,3,1,3,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,3,2,1,2,2,1,2,3,2,4,3,4,2,4,2,3,2,1,2,1,3,0,0,1,1,1,1,1,1,1,2,1,2,1,1,3,1,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,6,43,1,2,-1.3694,-1.6346,-2.0431,-0.0388,3,3,0.09,1,9997,0.06,1,1.185,-0.25,1.18,1.6038,3,3,810,-0.1662,0.018,90,5.382,0.3493,-0.6748,-1.0488,-0.7371,1.4526,-1.1788,17.3296,2.4611,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,58,1,94,6,0,0,4,1,6,505,577,63,0,63,0,63,0,12,0,12,0,9997,9997,9997,9997,9997,9997,360,85,85,1,1,1,3,3,3,3,4,1,3,3,4,4,4,3,4,2,3,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,3,1,1,2,1,2,1,1,1,2,2,3,1,2,2,1,2,2,1,1,0,1,1,100,1,100,0,0,0,0,0,100,1,9997,2,2,2,2,3,2,1,2,2,3,1,1,1,2,1,1,2,2,2,2,2,3,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,1,3,2,2,3,3,4,5,3,5,3,3,2,4,2,2,2,1,3,3,17,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,4,38,1,3,-1.3694,-1.2063,-0.8842,0.4499,2,3,0.533,1,9997,0.19,1,0.236,1.44,-0.7,-0.6029,3,3,1082,-1.9349,-1.4581,90.167,17.175,1.5235,-0.6748,-1.8472,-0.7371,1.7565,0.0647,17.3894,2.4696,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,59,1,100,0,0,0,4,1,6,189,306,33,13,33,11,33,11,4,1,4,1,9997,9997,9997,9997,9997,9997,157,40,40,2,1,5,2,2,2,2,4,2,3,2,2,3,4,3,3,2,3,2,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,4,4,4,4,3,3,2,3,2,2,4,3,3,3,3,3,2,2,2,5,2,10,90,10,90,0,0,0,0,0,10,1,9997,2,2,2,3,2,4,3,1,1,4,2,2,1,2,1,1,3,3,3,3,3,3,1,1,3,1,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,4,2,3,6,5,5,4,4,4,4,4,4,4,4,4,3,3,3,5,3,6,0,0,1,2,1,1,1,1,1,2,1,2,1,1,2,1,3,3,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,6,38,1,2,0.3404,0.7066,-0.3717,0.2118,2,2,0.618,0.975,9997,0.114,0.975,0.255,-0.25,-0.7,-0.8313,3,3,495,-1.4636,-0.87,110,12.532,-2.2066,1.2831,-1.8472,-1.4838,0.7093,-1.4467,37.6001,5.3399,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,60,2,31,63,1,5,5,1,7,560,528,94,27,94,27,94,27,16,4,16,4,9997,9997,9997,9997,9997,9997,419,120,120,2,1,4,1,1,3,1,1,1,1,1,2,1,1,1,2,1,3,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,0,1,5,95,3,97,0,3,0,0,1,0,0,9997,1,1,1,2,1,4,1,1,1,3,1,1,1,1,4,4,1,4,2,3,4,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,4,4,4,1,3,4,4,6,5,5,4,5,4,3,2,3,3,4,3,4,9,56,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,8,43,1,2,0.5331,-0.8328,0.3739,0.6907,5,3,0.485,1,9997,0.167,1,0.286,1.44,-0.36,1.6038,1,2,1088,0.5582,1.1619,60.444,10.121,1.5235,2.1197,-1.8472,0.8541,0.1524,0.8778,16.4579,2.3373,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,61,2,16,74,3,7,5,1,6,1955,1134,169,0,169,0,169,0,30,0,30,0,9997,9997,9997,9997,9997,9997,718,192,192,1,3,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,3,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,1,0,2,100,100,100,100,0,0,0,0,1,0,0,9997,1,1,1,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,3,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,3,2,2,2,2,3,3,6,2,2,2,4,3,3,3,3,3,4,2,3,6,67,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,6,38,1,3,-0.9829,-1.2063,-0.1263,-1.9239,4,2,0.367,1,9997,0.178,1,0.267,1.44,1.69,1.6038,1,3,3089,1.3052,0.7524,102.967,18.278,-0.1621,-0.6748,-1.8472,0.8541,-1.0911,0.4389,8.3423,1.1847,"28NOV13"
