"CNT","SUBNATIO","STRATUM","OECD","NC","SCHOOLID","SC01Q01","SC02Q01","SC02Q02","SC02Q03","SC02Q04","SC03Q01","SC04Q01","SC05Q01","SC07Q01","SC07Q02","SC09Q11","SC09Q12","SC09Q21","SC09Q22","SC09Q31","SC09Q32","SC10Q11","SC10Q12","SC10Q61","SC10Q62","SC10Q21","SC10Q22","SC10Q41","SC10Q42","SC10Q51","SC10Q52","SC11Q01","SC11Q02","SC11Q03","SC13Q01","SC13Q02","SC13Q03","SC14Q01","SC14Q02","SC14Q03","SC14Q04","SC14Q05","SC14Q06","SC14Q07","SC14Q08","SC14Q09","SC14Q10","SC14Q11","SC14Q12","SC14Q13","SC15Q01","SC15Q02","SC15Q03","SC15Q04","SC16Q01","SC16Q02","SC16Q03","SC16Q04","SC16Q05","SC16Q06","SC16Q07","SC16Q08","SC16Q09","SC16Q10","SC16Q11","SC18Q01","SC18Q02","SC18Q03","SC18Q04","SC18Q05","SC18Q06","SC18Q07","SC18Q08","SC19Q01","SC19Q02","SC20Q01","SC21Q05","SC22Q01","SC22Q02","SC22Q03","SC22Q04","SC22Q05","SC22Q06","SC22Q07","SC22Q08","SC22Q09","SC22Q10","SC22Q11","SC22Q12","SC22Q13","SC22Q14","SC22Q15","SC22Q16","SC22Q17","SC22Q18","SC22Q19","SC23Q01","SC24Q01","SC25Q01","SC25Q02","SC25Q03","SC25Q04","SC25Q05","SC25Q06","SC25Q07","SC25Q08","SC25Q09","SC25Q10","SC25Q11","SC25Q12","SC26Q01","SC26Q02","SC26Q03","SC26Q04","SC27Q01","SC27Q02","SC28Q01","SC28Q02","SC29Q01","SC29Q02","SC30Q01","SC30Q02","SC30Q03","SC30Q04","SC31Q01","SC31Q02","SC31Q03","SC31Q04","SC31Q05","SC31Q06","SC31Q07","SC32Q01","SC32Q03","SC32Q04","SC32Q05","SC32Q06","SC32Q07","SC32Q08","SC33Q01A","SC33Q01B","SC33Q01C","SC33Q01D","SC33Q01E","SC33Q02A","SC33Q02B","SC33Q02C","SC33Q02D","SC33Q02E","SC33Q03A","SC33Q03B","SC33Q03C","SC33Q03D","SC33Q03E","SC33Q04A","SC33Q04B","SC33Q04C","SC33Q04D","SC33Q04E","SC33Q05A","SC33Q05B","SC33Q05C","SC33Q05D","SC33Q05E","SC33Q06A","SC33Q06B","SC33Q06C","SC33Q06D","SC33Q06E","SC33Q07A","SC33Q07B","SC33Q07C","SC33Q07D","SC33Q07E","SC33Q08A","SC33Q08B","SC33Q08C","SC33Q08D","SC33Q08E","SC33Q09A","SC33Q09B","SC33Q09C","SC33Q09D","SC33Q09E","SC33Q10A","SC33Q10B","SC33Q10C","SC33Q10D","SC33Q10E","SC33Q11A","SC33Q11B","SC33Q11C","SC33Q11D","SC33Q11E","SC33Q12A","SC33Q12B","SC33Q12C","SC33Q12D","SC33Q12E","SC34Q01","SC34Q02","SC34Q03","SC34Q04","SC34Q05","SC34Q06","SC34Q07","SC34Q08","SC34Q09","SC34Q10","SC34Q11","SC34Q12","SC34Q13","SC34Q14","SC34Q15","SC34Q16","SC34Q17","SC34Q18","SC34Q19","SC34Q20","SC34Q22","SC35Q01","SC35Q02","SC39Q01","SC39Q02","SC39Q03","SC39Q05","SC39Q06","SC39Q07","SC39Q08","SC39Q09","SC39Q10","SC40Q01","SC40Q02","SC40Q03","SC44Q01","SC44Q02","SC44Q03","SC44Q04","SC44Q05","SC44Q06","SC47Q01","SC45Q01","SC46Q01","SC46Q02","SC46Q03","SC46Q05","SC46Q04","SC46Q06","SC46Q09","SC52Q01","SC46Q07","SC46Q08","SC52Q02","SC51Q01","SC51Q02","ABGMATH","ASSESS","CLSIZE","COMPWEB","CREACTIV","LEADCOM","LEADINST","LEADPD","LEADTCH","MACTIV","MATHEXC","PCGIRLS","PROPCERT","PROPMA5A","PROPMATH","PROPQUAL","RATCMP15","RESPCUR","RESPRES","SCHAUTON","SCHLTYPE","SCHSEL","SCHSIZE","SCMATBUI","SCMATEDU","SMRATIO","STRATIO","STUDCLIM","TCFOCST","TCHPARTI","TCMORALE","TCSHORT","TEACCLIM","W_FSCHWT","SENWGT_SCQ","VER_SCQ"
"JPN",3920000,"JPN0101",1,39200,113,1,100,0,0,0,4,1,6,362,510,49,10,49,10,49,10,9,1,9,1,9997,9997,9997,9997,9997,9997,280,84,84,3,4,5,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,3,2,1,2,2,3,2,1,2,3,3,3,2,3,3,1,2,2,2,3,0,2,30,100,30,100,40,10,0,0,0,0,50,9997,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,3,3,3,4,4,3,3,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,3,3,2,3,3,2,3,5,3,2,3,2,3,3,3,3,3,1,3,0,0,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,4,38,1,2,-0.9829,-1.2063,-1.1508,-0.3206,2,3,0.585,1,9997,0.176,1,0.3,1.44,-0.7,-0.6029,3,3,872,0.1539,0.224,91.789,16.148,0.0882,0.0095,-1.8472,-0.7371,-1.0911,-1.1788,19.6175,2.786,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,114,2,18,81,1,0,4,1,7,357,364,41,45,41,45,41,45,6,5,6,5,9997,9997,9997,9997,9997,9997,234,230,230,2,4,5,1,1,1,2,1,1,1,1,1,1,4,1,1,3,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,3,3,2,1,1,2,2,1,2,2,2,2,2,3,2,2,2,0,1,1,2,3,5,0,0,0,0,0,0,0,9997,1,1,1,2,1,3,2,3,1,3,1,2,2,2,1,1,1,1,1,3,3,3,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,6,4,4,5,6,4,6,3,2,1,1,1,1,1,1,0,0,1,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,3,43,1,3,-2.3149,-1.2063,0.6627,0.9477,3,2,0.505,1,9997,0.134,1,0.983,1.44,-0.36,1.6038,1,3,721,-0.1662,1.976,84.824,11.354,-0.1621,0.702,0.2924,0.8541,-0.2817,-0.4382,24.8241,3.5255,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,115,1,90,0,10,0,3,1,3,89,60,20,0,20,0,20,0,2,0,2,0,9997,9997,9997,9997,9997,9997,42,41,41,2,1,4,3,2,2,4,2,3,1,1,4,3,3,3,4,3,3,3,1,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,1,3,3,3,3,2,3,2,2,2,1,1,4,1,3,2,1,2,1,1,1,9,2,0,50,0,54,0,7,0,0,0,7,0,9997,2,1,2,3,2,3,2,2,1,3,2,2,1,1,1,4,2,3,3,2,3,3,3,3,3,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,3,3,2,2,2,4,4,3,2,4,2,2,2,2,2,2,2,2,5,50,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,5,23,1,1,-1.3694,-1.2063,-0.8842,-0.6535,2,3,0.403,1,9997,0.1,1,0.976,1.44,-0.8,-0.8313,3,3,149,-1.4636,-0.5214,74.5,7.45,-1.0211,0.702,-1.8472,-0.7371,1.4526,0.2464,80.2136,11.3917,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,116,1,100,0,0,0,3,2,6,29,210,53,10,53,10,53,10,4,0,4,0,9997,9997,9997,9997,9997,9997,80,40,40,2,2,3,3,1,1,3,3,2,2,2,2,3,3,3,2,2,2,3,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,3,2,2,2,2,3,2,2,2,3,2,3,2,2,3,2,2,2,2,2,0,2,10,100,10,100,0,20,0,0,0,0,0,9997,2,2,2,3,2,3,2,2,2,3,1,2,1,2,1,1,3,4,3,3,3,3,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,2,3,4,4,3,3,3,3,4,3,4,4,3,2,2,2,3,2,3,2,2,25,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,3,38,1,2,-0.3532,-0.2137,-0.8842,-0.0388,3,3,0.879,1,9997,0.069,1,0.5,1.44,-0.7,-0.6029,3,3,239,-0.763,-0.5214,59.75,4.121,-0.3977,0.0095,-1.8472,-1.4838,0.7093,-0.8958,82.7645,11.754,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,117,1,100,0,0,0,4,1,6,478,591,71,0,71,0,71,0,13,0,13,0,9997,9997,9997,9997,9997,9997,355,59,59,1,1,2,1,1,1,1,2,1,2,3,2,3,4,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,3,2,2,2,1,2,1,1,1,3,2,3,1,2,3,1,1,1,1,2,0,2,0,39,0,39,0,0,0,0,0,3,0,9997,2,2,2,2,2,3,1,3,2,3,2,1,1,2,4,4,3,3,4,3,3,3,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,4,2,3,2,2,3,3,2,3,4,3,3,2,3,2,3,3,3,4,2,3,2,8,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,5,38,1,3,-0.9829,-1.2063,-1.4262,-0.3206,5,3,0.553,1,9997,0.183,1,0.166,-0.43,-0.44,0.3196,3,3,1069,-1.0894,-0.3482,82.231,15.056,0.8936,-0.6748,-1.8472,-0.7371,-1.0911,-0.1089,19.5563,2.7773,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,118,1,95,0,0,5,3,1,6,344,310,45,4,45,4,45,4,8,0,8,0,9997,9997,9997,9997,9997,9997,239,40,40,1,2,4,1,1,1,1,2,1,2,2,2,3,3,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,3,1,1,1,1,2,2,2,2,0,2,0,70,0,70,2,8,0,0,0,70,0,9997,1,1,2,2,2,3,1,2,2,3,1,2,1,1,1,1,2,3,1,2,3,3,3,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,4,2,3,3,2,2,3,2,4,4,3,4,4,3,3,3,3,3,5,3,3,2,12,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,7,38,1,2,-0.6467,-1.6346,-0.6241,-0.0388,1,2,0.474,1,9997,0.17,1,0.167,-0.43,-0.73,-0.6029,3,3,654,-0.4622,-0.1702,81.75,13.915,1.5235,0.0095,-0.1437,0.4686,-1.0911,0.4389,25.0668,3.5599,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,119,1,100,0,0,0,3,1,6,569,0,37,2,37,2,37,2,8,0,8,0,9997,9997,9997,9997,9997,9997,182,44,44,2,2,5,2,1,1,2,1,1,1,1,2,1,2,1,1,3,3,1,3,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,9,2,2,2,2,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,0,2,6,9,10,100,10,1,0,0,1,0,2,9997,1,1,2,2,2,4,1,2,2,3,1,1,1,2,1,1,2,2,3,4,4,3,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,3,2,4,3,3,3,3,4,1,4,5,4,4,2,2,3,2,3,3,3,3,3,14,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,4,38,1,1,-0.6467,-0.2137,-1.4262,0.4499,1,9,0,1,9997,0.211,1,0.242,-1.09,-0.7,-1.2805,3,3,569,0.5582,1.1619,71.125,14.974,0.6173,0.0095,-1.8472,0.4686,0.1524,1.145,29.9305,4.2507,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,120,1,100,0,0,0,4,1,6,535,588,69,7,69,7,69,7,13,0,13,0,9997,9997,9997,9997,9997,9997,403,43,43,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,3,2,2,2,3,2,1,1,2,3,2,3,1,2,2,1,2,3,2,2,0,1,0,100,0,100,0,0,0,0,0,0,0,9997,1,1,1,1,2,3,1,2,2,1,1,1,1,2,1,1,2,3,3,3,3,3,3,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,3,6,4,4,4,4,4,2,2,2,4,2,2,4,3,15,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,5,38,1,3,-0.3532,-0.5037,-0.1263,0.2118,2,3,0.524,1,9997,0.179,1,0.107,1.44,-0.7,-0.6029,3,3,1123,1.3052,1.976,86.385,15.49,0.0882,0.0095,-1.8472,1.4452,-1.0911,-0.5953,17.2461,2.4493,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,121,1,100,0,0,0,3,1,5,248,330,38,4,38,4,38,4,5,1,5,1,9997,9997,9997,9997,9997,9997,184,40,40,1,2,2,1,1,1,2,2,1,2,2,2,1,2,3,2,2,3,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2,9,2,2,2,2,2,1,2,2,2,2,3,1,3,2,1,3,2,2,2,0,2,30,43,30,43,7,0,0,0,0,0,0,9997,3,3,3,2,3,2,2,2,3,2,1,1,1,2,1,1,2,4,3,1,2,3,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,3,2,3,3,2,3,2,2,3,5,2,5,3,2,2,2,2,3,3,3,3,0,0,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,7,33,1,2,-0.9829,-1.2063,-1.4262,0.2118,0,9,0.571,1,9997,0.138,1,0.217,1.44,-0.7,-0.6029,3,3,578,-0.4622,0.224,105.091,14.45,0.0882,-1.2132,1.2429,-2.1462,-0.2817,-0.5953,30.7725,4.3702,"28NOV13"
"JPN",3920000,"JPN0204",1,39200,122,2,30,70,0,0,4,3,9,151,95,90,0,90,0,90,0,9,0,9,0,9997,9997,9997,9997,9997,9997,100,40,20,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,3,3,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,9,3,3,3,2,3,2,1,2,3,2,3,2,2,3,2,3,2,2,3,10,2,0,50,0,50,0,0,0,0,0,2,0,9997,3,3,3,3,3,2,3,3,3,3,2,1,2,2,1,1,1,1,1,2,1,3,3,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,1,2,1,2,1,2,0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,2,53,0.5,1,-1.3694,-2.7664,-2.0431,-1.9239,1,9,0.386,1,9997,0.1,1,0.4,1.44,0.15,1.6038,1,3,246,0.5582,0.4606,27.333,2.733,-0.8253,-1.7632,-0.1437,-2.4725,-1.0911,-1.1788,54.516,7.7422,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,123,2,25,69,4,2,5,1,7,931,0,85,46,85,46,84,46,15,7,15,7,9997,9997,9997,9997,9997,9997,282,48,48,1,2,3,2,1,1,1,3,2,1,1,2,2,3,2,2,3,3,3,1,1,2,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,3,1,1,2,2,2,1,1,1,1,1,3,2,1,2,1,2,3,2,2,1,1,80,100,80,100,0,20,0,0,0,0,0,9997,2,2,2,1,2,3,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,3,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,4,2,3,3,2,3,2,1,2,30,50,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,2,43,1,2,-1.3694,-1.6346,-0.8842,-1.4684,4,3,0,1,9997,0.171,0.991,0.17,1.44,0.15,1.6038,1,3,931,-0.4622,0.018,50.324,8.62,1.1879,0.0095,-0.5646,0.0826,-0.2817,-0.1089,18.4737,2.6236,"28NOV13"
"JPN",3920000,"JPN0204",1,39200,124,2,33,58,1,8,3,1,6,220,245,68,0,68,0,68,0,7,0,7,0,9997,9997,9997,9997,9997,9997,181,140,80,5,3,4,1,1,1,1,1,1,1,2,2,1,3,2,3,3,3,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,0,2,0,0,0,100,100,1,0,0,0,0,1,9997,2,2,3,3,3,2,3,2,3,3,1,1,1,2,1,1,4,3,3,3,4,3,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,4,2,1,2,2,1,2,2,2,5,3,5,5,3,4,3,2,2,6,1,3,0,0,1,1,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,3,38,0.571,1,-1.814,-2.1357,-1.1508,0.4499,0,9,0.527,1,9997,0.103,1,0.773,1.44,0.67,1.6038,1,3,465,-0.763,0.7524,66.429,6.838,0.0882,-1.2132,0.7801,-1.8308,-1.0911,-0.5953,33.5483,4.7645,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,125,2,33,65,1,1,5,1,7,0,1590,81,26,81,26,81,26,13,5,13,5,9997,9997,9997,9997,9997,9997,454,100,100,1,2,3,2,2,1,2,1,1,1,1,1,1,2,1,1,1,3,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,0,2,10,15,10,15,0,0,0,0,0,1,1,9997,2,2,2,1,2,3,2,2,2,3,1,1,1,1,1,1,3,2,1,3,3,3,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,3,3,3,3,3,4,3,4,3,4,3,6,3,3,3,3,3,6,3,3,1,10,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,6,43,1,3,-0.3532,-0.5037,0.1183,-0.3206,3,3,1,1,9997,0.165,1,0.22,1.44,1.18,1.6038,1,3,1590,0.5582,1.976,102.581,16.915,2.752,0.0095,-1.8472,0.0826,0.4567,1.4756,12.9301,1.8363,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,126,1,100,0,0,0,4,3,6,207,267,35,6,35,6,35,6,2,1,2,1,9997,9997,9997,9997,9997,9997,160,160,160,2,3,4,1,1,1,1,2,2,3,3,3,2,1,3,1,3,3,3,1,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,3,1,2,2,1,2,3,1,1,0,2,0,100,0,100,0,10,0,0,0,1,90,9997,2,2,2,3,2,3,3,2,1,3,1,2,1,2,1,1,1,2,3,2,4,3,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,1,1,6,5,3,1,3,2,3,4,2,2,2,2,2,2,50,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,3,38,1,2,-1.814,-2.7664,-0.8842,-0.6535,2,2,0.563,1,9997,0.066,1,1,1.44,-0.56,-0.3533,3,3,474,0.1539,-0.6941,189.6,12.474,1.958,0.702,-1.0488,-1.4838,-1.0911,-0.1089,37.8568,5.3763,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,127,1,60,0,40,0,5,1,7,392,576,69,0,69,0,69,0,11,0,11,0,9997,9997,9997,9997,9997,9997,323,94,94,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,3,2,2,3,2,3,2,1,2,3,2,3,2,2,2,1,3,2,3,3,0,1,0,80,0,80,0,0,0,0,1,1,0,9997,2,2,2,2,2,3,2,2,3,2,1,1,1,2,1,1,2,1,3,2,3,3,1,1,1,1,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,5,2,3,3,3,4,4,2,5,4,4,5,5,4,4,4,4,3,2,3,3,3,18,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,8,43,1,2,-0.3532,-0.5037,0.1183,0.4499,3,3,0.595,1,9997,0.159,1,0.291,1.44,-0.7,-0.6029,3,3,968,-0.1662,0.018,88,14.029,-0.3977,-0.6748,-1.8472,-0.7371,-1.0911,-1.0394,19.4956,2.7687,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,128,1,100,0,0,0,5,1,4,439,138,73,18,73,18,73,18,5,1,5,1,9997,9997,9997,9997,9997,9997,198,382,382,2,2,2,1,1,1,1,1,1,1,1,1,2,3,3,2,2,3,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,3,1,1,2,3,5,100,5,100,5,5,0,0,0,2,0,9997,1,1,1,2,2,3,2,3,2,3,1,1,1,1,2,2,3,1,1,3,3,3,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,3,2,2,2,2,3,5,2,4,3,2,2,4,2,3,2,3,2,2,1,2,0,0,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,5,28,1,3,-1.814,-1.2063,-0.1263,-1.4684,2,2,0.239,1,9997,0.067,1,1.929,-0.67,-0.62,-0.3533,3,3,577,-0.763,1.1619,104.909,7.037,-0.1621,-0.6748,1.2429,0.8541,-1.0911,0.2464,30.5545,4.3393,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,129,1,100,0,0,0,5,1,6,626,5,70,7,70,7,70,7,5,0,5,0,9997,9997,9997,9997,9997,9997,240,63,7,2,1,3,1,1,1,1,2,1,3,3,3,2,2,2,2,3,3,3,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,9,2,2,2,2,2,2,1,2,3,2,3,2,2,3,2,2,2,1,2,9,2,0,3,3,1,0,20,0,0,1,1,3,9997,2,2,2,2,3,2,3,2,3,2,2,2,1,2,1,2,1,1,3,3,2,3,1,1,3,1,3,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,3,2,3,4,1,3,1,2,4,4,4,4,3,2,2,3,2,2,5,2,3,2,20,1,1,1,1,1,2,1,2,2,2,1,1,3,1,3,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,4,38,0.111,0,-0.6467,-1.6346,-1.4262,0.2118,0,9,0.008,1,9997,0.068,1,0.263,1.44,-0.7,-0.6029,3,3,631,-0.1662,-0.5214,126.2,8.585,0.0882,-1.2132,1.2429,-0.7371,-1.0911,-0.7478,24.4684,3.475,"28NOV13"
